Reaction	EC-Number	In-Pathway	Substrates
5-methoxytryptamine + H2O + dioxygen  ->  5-methoxyindoleacetaldehyde + ammonium + hydrogen peroxide	EC-1.4.3.4	melatonin degradation II	dioxygen // H<sub>2</sub>O // 5-methoxytryptamine // 5-methoxyindoleacetaldehyde // ammonium // hydrogen peroxide
ATP + 2 H2O  ->  AMP + 2 phosphate + 2 H+	EC-3.6.1.5		ATP // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate // AMP
S-adenosyl-L-methionine + a demethylated methyl donor  ->  S-adenosyl-L-homocysteine + a methylated methyl donor + H+	EC-2.1.1	L-methionine degradation	a demethylated methyl donor // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a methylated methyl donor // H<SUP>+</SUP>
n ATP + a [beta-tubulin]-L-glutamate + n L-glutamate  ->  a [beta-tubulin]-(gamma-(poly-alpha-L-glutamyl)-L-glutamyl)-L-glutamate + n ADP + n phosphate + n H+	EC-6.3.2.62		L-glutamate // a [&beta;-tubulin]-L-glutamate // ATP // a [&beta;-tubulin]-(&gamma;-(poly-&alpha;-L-glutamyl)-L-glutamyl)-L-glutamate // ADP // phosphate // H<SUP>+</SUP>
7(8)-epoxy-17R-hydroxy-docosahexaenoate + H2O  ->  aspirin triggered resolvin D2	EC-3.3.2	docosahexaenoate metabolites biosynthesis // aspirin triggered resolvin D biosynthesis	H<sub>2</sub>O // 7(8)-epoxy-17R-hydroxy-docosahexaenoate // aspirin triggered resolvin D2
beta-D-fructofuranose 6-phosphate + ATP  ->  beta-D-fructose 2,6-bisphosphate + ADP + H+	EC-2.7.1.105	fructose 2,6-bisphosphate biosynthesis	ATP // &beta;-D-fructofuranose 6-phosphate // H<SUP>+</SUP> // &beta;-D-fructose 2,6-bisphosphate // ADP
ferroheme o + 2 an oxidized electron carrier + H2O  ->  ferroheme a + 2 a reduced two electron carrier	EC-1.17.99.9		an oxidized electron carrier // H<sub>2</sub>O // ferroheme <i>o</i> // ferroheme <i>a</i> // a reduced two electron carrier
a [protein]-Nomega,N'omega-dimethyl-L-arginine + 2-oxoglutarate + dioxygen  ->  a [protein]-Nomega-methyl-L-arginine + succinate + CO2 + formaldehyde		a [protein]-Nomega,N'omega-dimethyl-L-arginine + 2 2-oxoglutarate + 2 dioxygen  ->  a [protein]-L-arginine + 2 succinate + 2 CO2 + 2 formaldehyde	2-oxoglutarate // dioxygen // a [protein]-<i>N</i><sup>&omega;</sup>,<i>N'</i><sup>&omega;</sup>-dimethyl-L-arginine // a [protein]-<i>N</i><sup>&omega;</sup>-methyl-L-arginine // succinate // CO<SUB>2</SUB> // formaldehyde
an [(E3-independent) E2 ubiquitin-conjugating enzyme]-S-ubiquitinyl-L-cysteine + a [protein]-L-lysine  ->  a [protein]-N6-monoubiquitinyl-L-lysine + an [(E3-independent) E2 ubiquitin-conjugating enzyme]-L-cysteine + H+	EC-2.3.2.24	an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + a [protein]-L-lysine  =  an [E1 ubiquitin-activating enzyme]-L-cysteine + a [protein]-N6-monoubiquitinyl-L-lysine + H+ // protein ubiquitination	a [protein]-L-lysine // an [(E3-independent) E2 ubiquitin-conjugating enzyme]-<i>S</i>-ubiquitinyl-L-cysteine // a [protein]-<i>N<sup>6</sup></i>-monoubiquitinyl-L-lysine // an [(E3-independent) E2 ubiquitin-conjugating enzyme]-L-cysteine // H<SUP>+</SUP>
glycine + a tetrahydrofolate + NAD+  ->  a 5,10-methylenetetrahydrofolate + ammonium + CO2 + NADH	EC-1.4.1.27	folate transformations I	NAD<sup>+</sup> // a tetrahydrofolate // glycine // a 5,10-methylenetetrahydrofolate // ammonium // CO<SUB>2</SUB> // NADH
4-hydroxybenzoyl-CoA + acetyl-CoA  <-  3-(4-hydroxyphenyl)-3-oxo-propanoyl-CoA + coenzyme A	EC-2.3.1.16		acetyl-CoA // 4-hydroxybenzoyl-CoA // 3-(4-hydroxyphenyl)-3-oxo-propanoyl-CoA // coenzyme A
citrate  <-->  D-threo-isocitrate	EC-4.2.1.3		citrate // D-<i>threo</i>-isocitrate
cholesterol + 2 a reduced  adrenodoxin + dioxygen + 2 H+  ->  (22R)-hydroxycholesterol + 2 an oxidized adrenodoxin + H2O		cholesterol + 6 a reduced  adrenodoxin + 3 dioxygen + 6 H+  ->  pregnenolone + 4-methylpentanal + 6 an oxidized adrenodoxin + 4 H2O // pregnenolone biosynthesis	H<SUP>+</SUP> // a reduced  adrenodoxin // dioxygen // cholesterol // (22<i>R</i>)-hydroxycholesterol // H<sub>2</sub>O // an oxidized adrenodoxin
citrate[mitochondrial lumen]  <-->  cis-aconitate[mitochondrial lumen] + H2O[mitochondrial lumen]		TCA cycle // citrate  <-->  D-threo-isocitrate	citrate // <i>cis</i>-aconitate // H<sub>2</sub>O
S-adenosyl-L-methionine + a [histone H3] N6,N6-dimethyl-L-lysine-9  ->  S-adenosyl-L-homocysteine + a [histone H3] N6,N6,N6-trimethyl-L-lysine-9 + H+	EC-2.1.1.366	3 S-adenosyl-L-methionine + a [histone H3]-L-lysine-9  ->  3 S-adenosyl-L-homocysteine + a [histone H3] N6,N6,N6-trimethyl-L-lysine-9 + 3 H+	a [histone H3] <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-dimethyl-L-lysine-9 // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a [histone H3] <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine-9 // H<SUP>+</SUP>
a [3-mercaptopyruvate sulfurtransferase]-S-sulfanyl-L-cysteine + a 5-taurinomethyluridine in tRNA + ATP + a reduced two electron carrier  ->  a 5-taurinomethyl-2-thiouridine in tRNA + a [3-mercaptopyruvate sulfurtransferase]-L-cysteine + AMP + an oxidized electron carrier + diphosphate + H+	EC-2.8.1.14	tRNA-uridine 2-thiolation (mammalian mitochondria)	a reduced two electron carrier // ATP // a 5-taurinomethyluridine in tRNA // a [3-mercaptopyruvate sulfurtransferase]-<i>S</i>-sulfanyl-L-cysteine // a 5-taurinomethyl-2-thiouridine in tRNA // a [3-mercaptopyruvate sulfurtransferase]-L-cysteine // AMP // diphosphate // an oxidized electron carrier // H<SUP>+</SUP>
3 S-adenosyl-L-methionine + a [histone H3]-L-lysine-4  ->  3 S-adenosyl-L-homocysteine + a [histone H3] N6,N6,N6-trimethyl-L-lysine-4 + 3 H+	EC-2.1.1.354		a [histone H3]-L-lysine-4 // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a [histone H3] <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine-4 // H<SUP>+</SUP>
indole-5,6-quinone + indole-5,6-quinone-2-carboxylate + 5,6-dihydroxyindole-2-carboxylate + 5,6-dihydroxyindole  ->  melanochrome		eumelanin biosynthesis	5,6-dihydroxyindole // 5,6-dihydroxyindole-2-carboxylate // indole-5,6-quinone-2-carboxylate // indole-5,6-quinone // melanochrome
a [histone H3] N6,N6,N6-trimethyl-L-lysine-9 + 2 2-oxoglutarate + 2 dioxygen  ->  a [histone H3] N6-methyl-L-lysine-9 + 2 formaldehyde + 2 succinate + 2 CO2	EC-1.14.11.66		dioxygen // 2-oxoglutarate // a [histone H3] <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine-9 // a [histone H3] <i>N</i><sup>6</sup>-methyl-L-lysine-9 // formaldehyde // succinate // CO<SUB>2</SUB>
ammeline + H2O  =  ammelide + ammonium	EC-3.5.4.45		H<sub>2</sub>O // ammeline // ammelide // ammonium
UTP + 2 H2O  =  UMP + 2 phosphate + 2 H+	EC-3.6.1.5		UTP // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate // UMP
L-tyrosine + dioxygen  ->  dopaquinone + H2O	EC-1.14.18.1	L-dopa and L-dopachrome biosynthesis	dioxygen // L-tyrosine // dopaquinone // H<sub>2</sub>O
adenosine 5'-phosphosulfate + ATP  ->  3'-phosphoadenylyl-sulfate + ADP + H+	EC-2.7.1.25	sulfate activation for sulfonation	ATP // adenosine 5'-phosphosulfate // H<SUP>+</SUP> // 3'-phosphoadenylyl-sulfate // ADP
an organic hydroperoxide + a [1-Cys-peroxiredoxin]-L-cysteine  ->  a [1-Cys-peroxiredoxin]-S-hydroxy-L-cysteine + an alcohol		2 glutathione + an organic hydroperoxide  ->  glutathione disulfide + an alcohol + H2O	a [1-Cys-peroxiredoxin]-L-cysteine // an organic hydroperoxide // a [1-Cys-peroxiredoxin]-<i>S</i>-hydroxy-L-cysteine // an alcohol
an [F-actin]-L-methionine47 + NADPH + dioxygen + H+  ->  an [F-actin]-L-methionine47-(R)-S-oxide + NADP+ + H2O	EC-1.14.13.225		H<SUP>+</SUP> // dioxygen // NADPH // an [F-actin]-L-methionine<sup>47</sup> // an [F-actin]-L-methionine<sup>47</sup>-(<i>R</i>)-<i>S</i>-oxide // NADP<sup>+</sup> // H<sub>2</sub>O
2-octaprenyl-6-hydroxyphenyl methylase	EC-2.1.1.222		3-(<i>all-trans</i>-octaprenyl)benzene-1,2-diol // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // 2-methoxy-6-(<i>all-trans</i>-octaprenyl)phenol // <i>S</i>-adenosyl-L-homocysteine
L-aspartate + NAD(P)+ + H2O  <-->  oxaloacetate + ammonium + NAD(P)H + H+	EC-1.4.1.21		NAD(P)<sup>+</sup> // H<sub>2</sub>O // L-aspartate // oxaloacetate // ammonium // NAD(P)H // H<SUP>+</SUP>
6-amino-2-oxohexanoate + hydrogen peroxide  ->  5-aminopentanoate + CO2 + H2O			hydrogen peroxide // 6-amino-2-oxohexanoate // 5-aminopentanoate // CO<SUB>2</SUB> // H<sub>2</sub>O
methylsalicylate + H2O  ->  salicylate + methanol + H+	EC-3.1.1.1		H<sub>2</sub>O // methylsalicylate // H<SUP>+</SUP> // salicylate // methanol
3 S-adenosyl-L-methionine + a [histone H3]-L-lysine-36  ->  3 S-adenosyl-L-homocysteine + a [histone H3] N6,N6,N6-trimethyl-L-lysine-36 + 3 H+	EC-2.1.1.359		a [histone H3]-L-lysine-36 // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a [histone H3] <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine-36 // H<SUP>+</SUP>
alpha-D-glucopyranose  <-->  beta-D-glucopyranose	EC-5.1.3.3		&alpha;-D-glucopyranose // &beta;-D-glucopyranose
2 S-adenosyl-L-methionine + a [histone H3]-L-lysine-36  ->  2 S-adenosyl-L-homocysteine + a [histone H3] N6,N6-dimethyl-L-lysine-36 + 2 H+	EC-2.1.1.357		a [histone H3]-L-lysine-36 // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a [histone H3] <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-dimethyl-L-lysine-36 // H<SUP>+</SUP>
an [arsenate reductase]-L-cysteine + arsenate + H+  ->  thiarsahydroxy-[arsenate reductase] + H2O		arsenate + glutathione + a reduced glutaredoxin + 2 H+  ->  arsenous acid + a [glutaredoxin]-glutathione disulfide + H2O	H<SUP>+</SUP> // arsenate // an [arsenate reductase]-L-cysteine // thiarsahydroxy-[arsenate reductase] // H<sub>2</sub>O
a 2-acyl-1-alkyl-sn-glycerol + CDP-choline  ->  a plasmanylcholine + CMP + H+	EC-2.7.8.2	plasmalogen biosynthesis	CDP-choline // a 2-acyl-1-alkyl-<i>sn</i>-glycerol // a plasmanylcholine // CMP // H<SUP>+</SUP>
acetyl-CoA + a 1-alkyl-2-lyso-sn-glycero-3-phosphocholine  ->  a 2-acetyl-1-alkyl-sn-glycero-3-phosphocholine + coenzyme A	EC-2.3.1.67		a 1-alkyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine // acetyl-CoA // coenzyme A // a 2-acetyl-1-alkyl-<i>sn</i>-glycero-3-phosphocholine
(S)-dihydroorotate[mitochondrial lumen] + an electron-transfer quinone[mitochondrial inner membrane]  ->  orotate[mitochondrial lumen] + an electron-transfer quinol[mitochondrial inner membrane]	EC-1.3.5.2	UMP biosynthesis	(<i>S</i>)-dihydroorotate // an electron-transfer quinone // an electron-transfer quinol // orotate
alpha-D-glucopyranose 1-phosphate  <-->  D-glucopyranose 6-phosphate	EC-5.4.2.2	glycogenolysis // UDP-&alpha;-D-glucose biosynthesis I // D-galactose degradation V (Leloir pathway) // GDP-glucose biosynthesis II	&alpha;-D-glucopyranose 1-phosphate // D-glucopyranose 6-phosphate
betanidin + hydrogen peroxide  ->  betanidin quinone + 2 H2O	EC-1.11.1.7		hydrogen peroxide // betanidin // betanidin quinone // H<sub>2</sub>O
L-cysteine + a [molybdopterin synthase sulfurtransferase]-L-cysteine  ->  L-alanine + a [molybdopterin synthase sulfurtransferase]-S-sulfanyl-L-cysteine	EC-2.8.1.7	molybdopterin biosynthesis	a [molybdopterin synthase sulfurtransferase]-L-cysteine // L-cysteine // L-alanine // a [molybdopterin synthase sulfurtransferase]-<i>S</i>-sulfanyl-L-cysteine
spermidine + S-adenosyl 3-(methylsulfanyl)propylamine  ->  spermine + S-methyl-5'-thioadenosine + H+	EC-2.5.1.22	spermine biosynthesis	<i>S</i>-adenosyl 3-(methylsulfanyl)propylamine // spermidine // H<SUP>+</SUP> // spermine // <i>S</i>-methyl-5'-thioadenosine
AMP + H+ + H2O  ->  IMP + ammonium	EC-3.5.4.17 // EC-3.5.4.6		H<sub>2</sub>O // AMP // H<SUP>+</SUP> // IMP // ammonium
(12R)-HpETE + 2 glutathione  ->  12(R)-HETE + glutathione disulfide + H2O			glutathione // (12<i>R</i>)-HpETE // 12(R)-HETE // glutathione disulfide // H<sub>2</sub>O
UDP-N-acetyl-alpha-D-glucosamine + an i antigen  ->  a beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-R + UDP + H+	EC-2.4.1.150	i antigen and I antigen biosynthesis // terminal <i>O</i>-glycans residues modification (via type 2 precursor disaccharide)	an i antigen // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // a &beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;3)-[&beta;-D-GlcNAc-(1&rarr;6)]-&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-R // UDP // H<SUP>+</SUP>
3-methyl-2-oxobutanoate + coenzyme A + NAD+  ->  isobutanoyl-CoA + CO2 + NADH	EC-1.2.1.25	L-valine degradation	NAD<sup>+</sup> // coenzyme A // 3-methyl-2-oxobutanoate // isobutanoyl-CoA // CO<SUB>2</SUB> // NADH
UDP-N-acetyl-alpha-D-glucosamine + a [protein]-L-threonine  ->  UDP + an N-acetyl-beta-D-glucosaminyl-L-threonine-[protein] + H+	EC-2.4.1.255		a [protein]-L-threonine // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // UDP // an <i>N</i>-acetyl-&beta;-D-glucosaminyl-L-threonine-[protein] // H<SUP>+</SUP>
sulfate + ATP + H+  ->  adenosine 5'-phosphosulfate + diphosphate	EC-2.7.7.4	sulfate activation for sulfonation	ATP // sulfate // H<SUP>+</SUP> // adenosine 5'-phosphosulfate // diphosphate
an arylamine + acetyl-CoA  ->  an N-acetylarylamine + coenzyme A	EC-2.3.1.5		acetyl-CoA // an arylamine // an <i>N</i>-acetylarylamine // coenzyme A
3-hydroxy-L-kynurenine + 2-oxoglutarate  ->  xanthurenate + L-glutamate + H2O	EC-2.6.1.7		2-oxoglutarate // 3-hydroxy-L-kynurenine // xanthurenate // L-glutamate // H<sub>2</sub>O
a medium-chain 2-methyl-branched fatty acid + ATP + coenzyme A  ->  a medium-chain 2-methyl fatty acyl-CoA + AMP + diphosphate	EC-6.2.1.2	2-methyl-branched fatty acid &beta;-oxidation	ATP // coenzyme A // a medium-chain 2-methyl-branched fatty acid // a medium-chain 2-methyl fatty acyl-CoA // AMP // diphosphate
an N-terminal-Nalpha-acetyl-L-methionyl-L-asparaginyl-[protein] + H2O  ->  an N-terminal L-asparaginyl-[protein] + N-acetyl-L-methionine	EC-3.4.19.1	Arg/N-end rule pathway (eukaryotic)	H<sub>2</sub>O // an N-terminal-<i>N</i><sup>&alpha;</sup>-acetyl-L-methionyl-L-asparaginyl-[protein] // an N-terminal L-asparaginyl-[protein] // <i>N</i>-acetyl-L-methionine
succinate[mitochondrial lumen] + a ubiquinone[mitochondrial inner membrane]  ->  fumarate[mitochondrial lumen] + a ubiquinol[mitochondrial inner membrane]	EC-1.3.5.1	TCA cycle // aerobic respiration I (cytochrome c)	succinate // a ubiquinone // a ubiquinol // fumarate
S-sulfanylglutathione + dioxygen + H2O  ->  glutathione + sulfite + 2 H+	EC-1.13.11.18		H<sub>2</sub>O // dioxygen // <i>S</i>-sulfanylglutathione // glutathione // sulfite // H<SUP>+</SUP>
UDP-alpha-D-galactose + an H antigen  ->  a B antigen + UDP + H+	EC-2.4.1.37		an H antigen // UDP-&alpha;-D-galactose // a B antigen // UDP // H<SUP>+</SUP>
3,3'-diiodothyronamine 3'-deiodinase		thyronamine and iodothyronamine metabolism	a reduced two electron carrier // 3,3'-diiodothyronamine // 3-iodothyronamine // an oxidized electron carrier // iodide // H<SUP>+</SUP>
2 ATP + hydrogencarbonate + ammonia  ->  2 ADP + carbamoyl phosphate + phosphate + H+	EC-6.3.4.16	2 ATP + L-glutamine + hydrogencarbonate + H2O  ->  L-glutamate + 2 ADP + carbamoyl phosphate + phosphate + 2 H+	ammonia // hydrogencarbonate // ATP // ADP // phosphate // carbamoyl phosphate // H<SUP>+</SUP>
thymidine + phosphate  <-->  2-deoxy-alpha-D-ribose 1-phosphate + thymine	EC-2.4.2.2 // EC-2.4.2.4	pyrimidine deoxyribonucleosides degradation	thymidine // phosphate // 2-deoxy-&alpha;-D-ribose 1-phosphate // thymine
choloyl-CoA + NAD+  =  3-dehydrocholoyl-CoA + NADH + H+	EC-1.1.1.395		NAD<sup>+</sup> // choloyl-CoA // 3-dehydrocholoyl-CoA // NADH // H<SUP>+</SUP>
11beta-hydroxyandrostenedione + NADP+  <-->  11-oxoandrostenedione + NADPH + H+	EC-1.1.1.146	11-oxyandrogens biosynthesis	NADP<sup>+</sup> // 11&beta;-hydroxyandrostenedione // 11-oxoandrostenedione // NADPH // H<SUP>+</SUP>
L-proline[in] + an electron-transfer quinone[membrane]  ->  (S)-1-pyrroline-5-carboxylate[in] + an electron-transfer quinol[membrane] + H+[in]	EC-1.5.5.2	L-proline degradation	L-proline // an electron-transfer quinone // an electron-transfer quinol // H<SUP>+</SUP> // (<i>S</i>)-1-pyrroline-5-carboxylate
S-adenosyl-L-methionine + orcinol  ->  3-methoxy-5-hydroxytoluene + S-adenosyl-L-homocysteine + H+	EC-2.1.1.6		orcinol // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // 3-methoxy-5-hydroxytoluene // <i>S</i>-adenosyl-L-homocysteine
CMP-N-acetyl-beta-neuraminate + a neolactotetraosylceramide  ->  a ganglioside LM1 + CMP + H+	EC-2.4.3.6	neolacto-series glycosphingolipids biosynthesis	a neolactotetraosylceramide // CMP-<i>N</i>-acetyl-&beta;-neuraminate // a ganglioside LM1 // CMP // H<SUP>+</SUP>
L-homocysteine + H2O  ->  hydrogen sulfide + 2-oxobutanoate + ammonium	EC-4.4.1.2	hydrogen sulfide biosynthesis II (mammalian)	L-homocysteine // H<sub>2</sub>O // hydrogen sulfide // 2-oxobutanoate // ammonium
hydrogencarbonate  <-->  carbonate + H+			hydrogencarbonate // carbonate // H<SUP>+</SUP>
2 a siderophore + 2 Fe2+ + NAD+  <-  2 a siderophore-bound Fe(III) + NADH + H+	EC-1.16.1.7		Fe<sup>2+</sup> // NAD<sup>+</sup> // a siderophore // a siderophore-bound Fe(III) // NADH // H<SUP>+</SUP>
an N-acylphosphatidylethanolamine + H2O  ->  an N-acylethanolamine + a phosphatidate + H+	EC-3.1.4.54		H<sub>2</sub>O // an <i>N</i>-acylphosphatidylethanolamine // an <i>N</i>-acylethanolamine // a phosphatidate // H<SUP>+</SUP>
2-oxoglutarate dehydrogenase complex	EC-1.2.1.105	TCA cycle	NAD<sup>+</sup> // coenzyme A // 2-oxoglutarate // succinyl-CoA // CO<SUB>2</SUB> // NADH
S-adenosyl-L-methionine + a uracil54 in tRNA  ->  a 5-methyluracil54 in tRNA + S-adenosyl-L-homocysteine + H+	EC-2.1.1.35		a uracil<sup>54</sup> in tRNA // <i>S</i>-adenosyl-L-methionine // a 5-methyluracil<sup>54</sup> in tRNA // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
L-carnitine + acetyl-CoA  <-->  O-acetyl-L-carnitine + coenzyme A	EC-2.3.1.7		acetyl-CoA // L-carnitine // <i>O</i>-acetyl-L-carnitine // coenzyme A
2 L-arginine + 3 NADPH + H+ + 4 dioxygen  ->  2 L-citrulline + 2 nitric oxide + 3 NADP+ + 4 H2O	EC-1.14.13.39	citrulline-nitric oxide cycle	dioxygen // H<SUP>+</SUP> // NADPH // L-arginine // L-citrulline // nitric oxide // NADP<sup>+</sup> // H<sub>2</sub>O
5alpha-dihydrotestosterone + NAD+  <-->  5alpha-androstanedione + NADH + H+	EC-1.1.1.239		NAD<sup>+</sup> // 5&alpha;-dihydrotestosterone // 5&alpha;-androstanedione // NADH // H<SUP>+</SUP>
a [histone H3] N6,N6-dimethyl-L-lysine-36 + 2 2-oxoglutarate + 2 dioxygen  ->  a [histone H3]-L-lysine-36 + 2 succinate + 2 formaldehyde + 2 CO2	EC-1.14.11.27		dioxygen // 2-oxoglutarate // a [histone H3] <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-dimethyl-L-lysine-36 // a [histone H3]-L-lysine-36 // succinate // formaldehyde // CO<SUB>2</SUB>
3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate + H+  ->  6-(all-trans-decaprenyl)-2-methoxy-phenol + CO2	EC-4.1.1	ubiquinol-10 biosynthesis	3-methoxy-4-hydroxy-5-<i>all-trans</i>-decaprenylbenzoate // H<SUP>+</SUP> // 6-(<i>all-trans</i>-decaprenyl)-2-methoxy-phenol // CO<SUB>2</SUB>
N-acetyl-D-glucosamine 6-phosphate  ->  N-acetyl-alpha-D-glucosamine 1-phosphate	EC-5.4.2.3	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II // UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II	<i>N</i>-acetyl-D-glucosamine 6-phosphate // <i>N</i>-acetyl-&alpha;-D-glucosamine 1-phosphate
D-myo-inositol (1,3,4)-trisphosphate + ATP  ->  D-myo-inositol (1,3,4,6)-tetrakisphosphate + ADP + H+	EC-2.7.1.159	D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate biosynthesis // D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate biosynthesis // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3) // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)	ATP // D-<i>myo</i>-inositol (1,3,4)-trisphosphate // H<SUP>+</SUP> // D-<i>myo</i>-inositol (1,3,4,6)-tetrakisphosphate // ADP
an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R + GDP-beta-L-fucose  ->  a sialyl-Lewis x epitope + GDP + H+	EC-2.4.1.152	ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide	GDP-&beta;-L-fucose // an <i>N</i>-acetyl-&alpha;-neuraminyl-(2&rarr;3)-&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R // a sialyl-Lewis x epitope // H<SUP>+</SUP> // GDP
5-&alpha;-androstan-3&alpha;,17&beta;-diol 3-dehydrogenase	EC-1.1.1.213		NAD(P)<sup>+</sup> // 5-&alpha;-androstan-3&alpha;,17&beta;-diol // 5&alpha;-dihydrotestosterone // NAD(P)H // H<SUP>+</SUP>
L-tyrosine + 2 iodide + 2 NADP+  <-  3,5-diiodo-L-tyrosine + 2 NADPH + H+	EC-1.21.1.1		iodide // NADP<sup>+</sup> // L-tyrosine // 3,5-diiodo-L-tyrosine // NADPH // H<SUP>+</SUP>
(S)-methylmalonyl-CoA + H+  ->  CO2 + propanoyl-CoA	EC-4.1.1.94		H<SUP>+</SUP> // (S)-methylmalonyl-CoA // CO<SUB>2</SUB> // propanoyl-CoA
arachidonate + a reduced two electron carrier + 2 dioxygen  ->  prostaglandin H2 + an oxidized electron carrier + H2O	EC-1.14.99.1	arachidonate metabolites biosynthesis // C20 prostanoid biosynthesis	arachidonate // a reduced two electron carrier // dioxygen // an oxidized electron carrier // H<sub>2</sub>O // prostaglandin H<sub>2</sub>
UMP + diphosphate  =  5-phospho-alpha-D-ribose 1-diphosphate + uracil	EC-2.4.2.9		UMP // diphosphate // 5-phospho-&alpha;-D-ribose 1-diphosphate // uracil
4-imidazolone-5-propanoate  <-  urocanate + H2O	EC-4.2.1.49	L-histidine degradation	4-imidazolone-5-propanoate // H<sub>2</sub>O // urocanate
coprostanone + NADP+  <-  cholest-4-en-3-one + NADPH + H+	EC-1.3.1.22		NADP<sup>+</sup> // coprostanone // cholest-4-en-3-one // NADPH // H<SUP>+</SUP>
arsenite  <-->  arsenite2- + H+			arsenite // arsenite<sup>2-</sup> // H<SUP>+</SUP>
4&alpha;-methyl-cholesta-8-enol 4- monooxygenase	EC-1.14.18.9	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	H<SUP>+</SUP> // a ferrocytochrome <i>b<SUB>5</SUB></i> // dioxygen // 4&alpha;-methyl-5&alpha;-cholesta-8-en-3-ol // 4&alpha;-carboxy-5&alpha;-cholesta-8-en-3&beta;-ol // a ferricytochrome <i>b<sub>5</sub></i> // H<sub>2</sub>O
3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate + NAD(P)+  ->  CO2 + 4alpha-methyl-5alpha-cholest-7-en-3-one + NAD(P)H	EC-1.1.1.170		NAD(P)<sup>+</sup> // 3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carboxylate // NAD(P)H // CO<SUB>2</SUB> // 4&alpha;-methyl-5&alpha;-cholest-7-en-3-one
oleoyl-CoA + H2O  ->  oleate + coenzyme A + H+	EC-3.1.2.2	oleate biosynthesis	H<sub>2</sub>O // oleoyl-CoA // H<SUP>+</SUP> // oleate // coenzyme A
phosphocholine + CTP + H+  ->  CDP-choline + diphosphate	EC-2.7.7.15	plasmalogen biosynthesis // phosphatidylcholine biosynthesis	CTP // phosphocholine // H<SUP>+</SUP> // CDP-choline // diphosphate
a [histone H3] N6,N6,N6-trimethyl-L-lysine-4 + 3 2-oxoglutarate + 3 dioxygen  ->  a [histone H3]-L-lysine-4 + 3 succinate + 3 formaldehyde + 3 CO2	EC-1.14.11.67		dioxygen // 2-oxoglutarate // a [histone H3] <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine-4 // a [histone H3]-L-lysine-4 // succinate // formaldehyde // CO<SUB>2</SUB>
